,Oz,T8,FT10,F8,POz,CPz,TP8,AF8
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.4988399071925754,0.26450116009280744,0.0,0.23665893271461716,0.0,0.0
F8,0.0,0.0,0.17313432835820897,0.4537313432835821,0.0,0.373134328358209,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.17275747508305647,0.4152823920265781,0.0,0.4119601328903654,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
