,Fp1,CP5,P3,AF7,C5,POz,TP8,AF8
Fp1,0.547568710359408,0.0,0.0,0.0,0.0,0.0,0.0,0.452431289640592
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5011709601873536,0.0,0.0,0.0,0.0,0.0,0.0,0.49882903981264637
