,Fp1,CP5,P3,AF7,C5,POz,TP8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.7712418300653595,0.22875816993464052,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.3473684210526316,0.6526315789473685,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
