,Fp1,FT9,TP10,T8,AF7,POz,C6,AF8
Fp1,0.44468085106382976,0.0,0.0,0.0,0.31063829787234043,0.0,0.0,0.24468085106382978
FT9,0.0,0.7510548523206751,0.08438818565400844,0.0,0.16455696202531644,0.0,0.0,0.0
TP10,0.0,0.041189931350114416,0.9588100686498856,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.2036775106082037,0.06082036775106082,0.0,0.0,0.6647807637906648,0.0,0.0,0.07072135785007072
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.34011627906976744,0.0,0.0,0.0,0.1511627906976744,0.0,0.0,0.5087209302325582
