,Fp1,CP5,P3,AF7,C5,POz,TP8,AF8
Fp1,0.4354243542435424,0.0,0.0,0.17435424354243542,0.0,0.0,0.0,0.39022140221402213
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3339222614840989,0.0,0.0,0.3321554770318021,0.0,0.0,0.0,0.3339222614840989
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.34793187347931875,0.0,0.0,0.15328467153284672,0.0,0.0,0.0,0.49878345498783455
