,Oz,T8,FT10,F8,POz,CPz,TP8,AF8
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.40185185185185185,0.2462962962962963,0.0,0.2351851851851852,0.0,0.11666666666666667
F8,0.0,0.0,0.3721590909090909,0.5028409090909091,0.0,0.125,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.28348214285714285,0.09821428571428571,0.0,0.43080357142857145,0.0,0.1875
TP8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.08198924731182795,0.0,0.0,0.11021505376344086,0.0,0.8077956989247311
