,Fz,FT9,P3,P1,P5,PO3,POz,PO4
Fz,0.2236842105263158,0.0,0.0,0.23684210526315788,0.21052631578947367,0.23026315789473684,0.0,0.09868421052631579
FT9,0.0,0.3333333333333333,0.30701754385964913,0.0,0.0,0.0,0.30701754385964913,0.05263157894736842
P3,0.0,0.33043478260869563,0.3130434782608696,0.0,0.0,0.0,0.3130434782608696,0.043478260869565216
P1,0.2138364779874214,0.0,0.0,0.25157232704402516,0.1949685534591195,0.25157232704402516,0.0,0.0880503144654088
P5,0.22695035460992907,0.0,0.0,0.22695035460992907,0.2198581560283688,0.22695035460992907,0.0,0.09929078014184398
PO3,0.21710526315789475,0.0,0.0,0.25,0.19736842105263158,0.25,0.0,0.08552631578947369
POz,0.0,0.33035714285714285,0.3125,0.0,0.0,0.0,0.3125,0.044642857142857144
PO4,0.17894736842105263,0.042105263157894736,0.031578947368421054,0.16842105263157894,0.16842105263157894,0.15789473684210525,0.031578947368421054,0.22105263157894736
