,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.8678260869565217,0.05391304347826087,0.0,0.006956521739130435,0.022608695652173914,0.04869565217391304,0.0,0.0
frontalpole-lh,0.033183856502242155,0.46816143497757845,0.15605381165919283,0.07982062780269059,0.08878923766816144,0.07354260089686099,0.08071748878923767,0.019730941704035873
frontalpole-rh,0.0,0.10661107802263252,0.384157236450268,0.06432400238237046,0.05122096486003574,0.06432400238237046,0.15544967242406194,0.17391304347826086
isthmuscingulate-rh,0.0034562211981566822,0.05357142857142857,0.06221198156682028,0.32315668202764974,0.1347926267281106,0.21831797235023043,0.11117511520737328,0.09331797235023041
parahippocampal-lh,0.01281085154483798,0.07611152976639035,0.06179351921627732,0.17407686510926904,0.32328560663149963,0.199698568198945,0.09118311981914091,0.06103993971363979
parahippocampal-rh,0.015151515151515152,0.046536796536796536,0.05844155844155844,0.2077922077922078,0.15205627705627706,0.3306277056277056,0.10443722943722944,0.08495670995670995
rostralanteriorcingulate-lh,0.0,0.04969574036511156,0.1262677484787018,0.09888438133874239,0.0654158215010142,0.09888438133874239,0.3564908722109533,0.20436105476673427
rostralanteriorcingulate-rh,0.0,0.015393073117097306,0.15722924683892248,0.09345794392523364,0.04782847718526663,0.09070918086860913,0.23309510720175922,0.3622869708631116
