,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.022388059701492536,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.0,0.029850746268656716,0.0,0.0,0.029850746268656716,0.0,0.029850746268656716,0.0,0.0,0.029850746268656716,0.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.0,0.029850746268656716,0.029850746268656716,0.0,0.0,0.0,0.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.029850746268656716,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.029850746268656716,0.0,0.029850746268656716,0.029850746268656716,0.029850746268656716
F3,0.004862236628849271,0.03241491085899514,0.03565640194489465,0.03565640194489465,0.0,0.03079416531604538,0.0,0.0,0.03565640194489465,0.0,0.03565640194489465,0.0,0.0,0.03565640194489465,0.0,0.019448946515397084,0.03565640194489465,0.006482982171799027,0.022690437601296597,0.03565640194489465,0.03727714748784441,0.0,0.03241491085899514,0.03079416531604538,0.012965964343598054,0.03565640194489465,0.03241491085899514,0.0,0.03565640194489465,0.03565640194489465,0.0,0.0,0.0,0.0,0.03565640194489465,0.024311183144246355,0.03565640194489465,0.03079416531604538,0.0,0.012965964343598054,0.0,0.0,0.0,0.0016207455429497568,0.0,0.024311183144246355,0.0,0.0,0.03565640194489465,0.0,0.0016207455429497568,0.03079416531604538,0.0,0.0,0.0,0.0,0.0,0.004862236628849271,0.03403565640194489,0.0016207455429497568,0.03403565640194489,0.03565640194489465,0.03727714748784441
F7,0.0036540803897685747,0.02679658952496955,0.04141291108404385,0.04263093788063337,0.0,0.028014616321559074,0.0,0.0,0.03654080389768575,0.0,0.04141291108404385,0.0,0.0,0.0389768574908648,0.0,0.014616321559074299,0.03288672350791717,0.0048721071863581,0.01705237515225335,0.040194884287454324,0.04628501827040195,0.0,0.02679658952496955,0.024360535931790498,0.0097442143727162,0.04263093788063337,0.028014616321559074,0.0,0.04263093788063337,0.0341047503045067,0.0,0.0,0.0,0.0,0.037758830694275276,0.0194884287454324,0.0389768574908648,0.024360535931790498,0.0,0.0097442143727162,0.0,0.0,0.0,0.001218026796589525,0.0,0.0194884287454324,0.0,0.0,0.0438489646772229,0.0,0.001218026796589525,0.02679658952496955,0.0,0.0,0.0,0.0,0.0,0.0036540803897685747,0.030450669914738125,0.001218026796589525,0.04141291108404385,0.04141291108404385,0.03532277710109622
FT9,0.0035252643948296123,0.025851938895417155,0.04230317273795535,0.043478260869565216,0.0,0.02702702702702703,0.0,0.0,0.036427732079905996,0.0,0.04230317273795535,0.0,0.0,0.038777908343125736,0.0,0.01410105757931845,0.03290246768507638,0.004700352526439483,0.01645123384253819,0.041128084606345476,0.0481786133960047,0.0,0.025851938895417155,0.023501762632197415,0.009400705052878966,0.043478260869565216,0.02702702702702703,0.0,0.043478260869565216,0.03407755581668625,0.0,0.0,0.0,0.0,0.03760282021151586,0.01880141010575793,0.038777908343125736,0.023501762632197415,0.0,0.009400705052878966,0.0,0.0,0.0,0.0011750881316098707,0.0,0.01880141010575793,0.0,0.0,0.045828437132784956,0.0,0.0011750881316098707,0.025851938895417155,0.0,0.0,0.0,0.0,0.0,0.0035252643948296123,0.03055229142185664,0.0011750881316098707,0.04230317273795535,0.04230317273795535,0.03525264394829612
FC5,0.0,0.0,0.0,0.0,0.04827586206896552,0.0,0.052873563218390804,0.052873563218390804,0.0,0.0,0.0,0.03218390804597701,0.013793103448275862,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.052873563218390804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052873563218390804,0.04367816091954023,0.052873563218390804,0.052873563218390804,0.0,0.0,0.0,0.0,0.052873563218390804,0.0,0.0,0.0,0.0,0.03908045977011494,0.013793103448275862,0.0,0.022988505747126436,0.04367816091954023,0.0,0.052873563218390804,0.04597701149425287,0.0,0.052873563218390804,0.052873563218390804,0.05057471264367816,0.01839080459770115,0.0,0.0,0.0,0.052873563218390804,0.0,0.0,0.0
FC1,0.004573170731707317,0.03201219512195122,0.036585365853658534,0.036585365853658534,0.0,0.03201219512195122,0.0,0.0,0.036585365853658534,0.0,0.036585365853658534,0.0,0.0,0.036585365853658534,0.0,0.018292682926829267,0.036585365853658534,0.006097560975609756,0.021341463414634148,0.036585365853658534,0.036585365853658534,0.0,0.03201219512195122,0.028963414634146343,0.012195121951219513,0.036585365853658534,0.03353658536585366,0.0,0.036585365853658534,0.036585365853658534,0.0,0.0,0.0,0.0,0.036585365853658534,0.022865853658536585,0.036585365853658534,0.028963414634146343,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.022865853658536585,0.0,0.0,0.036585365853658534,0.0,0.0,0.03201219512195122,0.0,0.0,0.0,0.0,0.0,0.004573170731707317,0.0350609756097561,0.0,0.0350609756097561,0.036585365853658534,0.036585365853658534
C3,0.0,0.0,0.0,0.0,0.044,0.0,0.056,0.054,0.0,0.0,0.0,0.028,0.012,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.038,0.048,0.062,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.036,0.012,0.0,0.02,0.038,0.0,0.06,0.042,0.0,0.05,0.062,0.048,0.016,0.0,0.0,0.0,0.06,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.04435483870967742,0.0,0.056451612903225805,0.05443548387096774,0.0,0.0,0.0,0.028225806451612902,0.012096774193548387,0.0,0.04233870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.05040322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06048387096774194,0.038306451612903226,0.04838709677419355,0.06048387096774194,0.0,0.0,0.0,0.0,0.05846774193548387,0.0,0.0,0.0,0.0,0.036290322580645164,0.012096774193548387,0.0,0.020161290322580645,0.038306451612903226,0.0,0.06048387096774194,0.04233870967741935,0.0,0.05040322580645161,0.06048387096774194,0.04838709677419355,0.016129032258064516,0.0,0.0,0.0,0.06048387096774194,0.0,0.0,0.0
TP9,0.003947368421052632,0.02894736842105263,0.039473684210526314,0.039473684210526314,0.0,0.02894736842105263,0.0,0.0,0.03684210526315789,0.0,0.039473684210526314,0.0,0.0,0.038157894736842106,0.0,0.015789473684210527,0.034210526315789476,0.005263157894736842,0.018421052631578946,0.038157894736842106,0.042105263157894736,0.0,0.02894736842105263,0.02631578947368421,0.010526315789473684,0.039473684210526314,0.030263157894736843,0.0,0.039473684210526314,0.035526315789473684,0.0,0.0,0.0,0.0,0.038157894736842106,0.021052631578947368,0.038157894736842106,0.02631578947368421,0.0,0.010526315789473684,0.0,0.0,0.0,0.0013157894736842105,0.0,0.021052631578947368,0.0,0.0,0.04078947368421053,0.0,0.0013157894736842105,0.02894736842105263,0.0,0.0,0.0,0.0,0.0,0.003947368421052632,0.031578947368421054,0.0013157894736842105,0.038157894736842106,0.039473684210526314,0.038157894736842106
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
