,frontalpole-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.6140065146579805,0.06677524429967427,0.14169381107491857,0.03257328990228013,0.0,0.0,0.08957654723127036,0.05537459283387622
frontalpole-rh,0.08037383177570094,0.6355140186915887,0.0,0.0,0.21869158878504674,0.0,0.04299065420560748,0.022429906542056073
insula-lh,0.09645232815964523,0.0,0.688470066518847,0.0066518847006651885,0.17960088691796008,0.0,0.0,0.028824833702882482
isthmuscingulate-rh,0.02,0.0,0.005,0.67875,0.0,0.29625,0.0,0.0
medialorbitofrontal-rh,0.0,0.14762516046213095,0.21309370988446727,0.0,0.6059050064184852,0.0,0.0,0.03337612323491656
parahippocampal-rh,0.0,0.0,0.0,0.29426129426129427,0.0,0.7057387057387058,0.0,0.0
rostralanteriorcingulate-lh,0.08527131782945736,0.03565891472868217,0.0,0.0,0.0,0.0,0.5364341085271318,0.3426356589147287
rostralanteriorcingulate-rh,0.054878048780487805,0.021341463414634148,0.039634146341463415,0.0,0.039634146341463415,0.0,0.34603658536585363,0.49847560975609756
