,F7,FT9,TP9,F8,Fp2,AF7,CP3,AF4
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.7681159420289855,0.0,0.0,0.0,0.2318840579710145,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.5723270440251572,0.0,0.0,0.4276729559748428,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.5019607843137255,0.0,0.0,0.0,0.4980392156862745,0.0,0.0
CP3,0.0,0.0,0.0,0.1951219512195122,0.0,0.0,0.8048780487804879,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
