,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh
caudalmiddlefrontal-rh,0.1984126984126984,0.0,0.0,0.20634920634920634,0.1984126984126984,0.1984126984126984,0.1984126984126984,0.0
parsopercularis-lh,0.0,0.5454545454545454,0.3409090909090909,0.0,0.0,0.0,0.06818181818181818,0.045454545454545456
parstriangularis-rh,0.0,0.26785714285714285,0.6785714285714286,0.0,0.0,0.0,0.05357142857142857,0.0
postcentral-rh,0.19834710743801653,0.0,0.0,0.2066115702479339,0.19834710743801653,0.19834710743801653,0.19834710743801653,0.0
rostralmiddlefrontal-lh,0.19834710743801653,0.0,0.0,0.2066115702479339,0.19834710743801653,0.19834710743801653,0.19834710743801653,0.0
rostralmiddlefrontal-rh,0.1984126984126984,0.0,0.0,0.20634920634920634,0.1984126984126984,0.1984126984126984,0.1984126984126984,0.0
superiorfrontal-lh,0.18796992481203006,0.022556390977443608,0.015037593984962405,0.19548872180451127,0.18796992481203006,0.18796992481203006,0.20300751879699247,0.0
superiorfrontal-rh,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
