,caudalmiddlefrontal-rh,parsopercularis-lh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.22522522522522523,0.0,0.0,0.1981981981981982,0.15315315315315314,0.11711711711711711,0.11711711711711711,0.1891891891891892
parsopercularis-lh,0.0,0.5681818181818182,0.4318181818181818,0.0,0.0,0.0,0.0,0.0
precentral-lh,0.0,0.4186046511627907,0.5813953488372093,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.21212121212121213,0.0,0.0,0.23232323232323232,0.13131313131313133,0.08080808080808081,0.13131313131313133,0.21212121212121213
rostralmiddlefrontal-lh,0.16,0.0,0.0,0.12,0.24,0.17,0.16,0.15
superiorparietal-rh,0.16666666666666666,0.0,0.0,0.09722222222222222,0.25,0.2361111111111111,0.125,0.125
superiortemporal-lh,0.1566265060240964,0.0,0.0,0.13253012048192772,0.1927710843373494,0.12048192771084337,0.2289156626506024,0.1686746987951807
superiortemporal-rh,0.20952380952380953,0.0,0.0,0.19047619047619047,0.1523809523809524,0.09523809523809523,0.14285714285714285,0.20952380952380953
