,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.6589673913043478,0.10190217391304347,0.051630434782608696,0.035326086956521736,0.050271739130434784,0.04483695652173913,0.051630434782608696,0.005434782608695652
frontalpole-rh,0.079,0.475,0.03,0.164,0.178,0.062,0.005,0.007
lateralorbitofrontal-lh,0.05370843989769821,0.04219948849104859,0.5946291560102301,0.030690537084398978,0.0639386189258312,0.0959079283887468,0.11764705882352941,0.0012787723785166241
lateralorbitofrontal-rh,0.020253164556962026,0.13924050632911392,0.021940928270042195,0.4253164556962025,0.1831223628691983,0.17974683544303796,0.0,0.030379746835443037
medialorbitofrontal-rh,0.033707865168539325,0.1581676750216076,0.04840103716508211,0.18063958513396716,0.43301642178046673,0.05790838375108038,0.052722558340535866,0.03543647363872083
parsorbitalis-rh,0.033751205400192864,0.07135969141755062,0.0703953712632594,0.21407907425265188,0.06846673095467695,0.5419479267116682,0.0,0.0
rostralanteriorcingulate-lh,0.07024029574861368,0.005545286506469501,0.17375231053604437,0.0,0.10351201478743069,0.0,0.6358595194085028,0.011090573012939002
temporalpole-rh,0.009216589861751152,0.007680491551459293,0.0,0.06758832565284179,0.07373271889400922,0.0015360983102918587,0.0030721966205837174,0.837173579109063
