,Fp1,Fz,P3,Fp2,AF7,AFz,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.425,0.25,0.0,0.1125,0.0,0.2125
Fp2,0.0,0.0,0.328125,0.296875,0.0,0.140625,0.0,0.234375
AF7,0.0,0.0,0.0,0.0,0.6052631578947368,0.0,0.39473684210526316,0.0
AFz,0.0,0.0,0.2777777777777778,0.2777777777777778,0.0,0.2222222222222222,0.0,0.2222222222222222
F6,0.0,0.0,0.0,0.0,0.5172413793103449,0.0,0.4827586206896552,0.0
AF8,0.0,0.0,0.3333333333333333,0.2549019607843137,0.0,0.11764705882352941,0.0,0.29411764705882354
