,Fp1,CP5,O1,Oz,C5,POz,CPz,AF8
Fp1,0.49897750511247446,0.0,0.0,0.0,0.0,0.0,0.0,0.5010224948875256
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3798449612403101,0.0,0.0,0.0,0.0,0.0,0.0,0.6201550387596899
