,Fp1,CP5,O1,Oz,C5,POz,CPz,AF8
Fp1,0.5699115044247788,0.0,0.0,0.0,0.0,0.0,0.0,0.4300884955752212
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.49385245901639346,0.0,0.0,0.0,0.0,0.0,0.0,0.5061475409836066
