,Fp1,TP9,FT10,PO3,POz,CPz,TP8,AF8
Fp1,0.48293963254593175,0.0,0.0,0.0,0.0,0.14041994750656167,0.0,0.3766404199475066
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.334375,0.0,0.0,0.0,0.0,0.33125,0.0,0.334375
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4218289085545723,0.0,0.0,0.0,0.0,0.15781710914454278,0.0,0.42035398230088494
