,Fp1,CP5,O1,Oz,C5,POz,CPz,AF8
Fp1,0.6803995006242197,0.0,0.0,0.0,0.0,0.0,0.0,0.3196004993757803
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5009784735812133,0.0,0.0,0.0,0.0,0.0,0.0,0.49902152641878667
