,Fp1,O1,AF7,PO7,PO3,POz,FT8,AF8
Fp1,0.4513157894736842,0.2131578947368421,0.0,0.14473684210526316,0.0,0.0,0.0,0.19078947368421054
O1,0.2857142857142857,0.2839506172839506,0.0,0.19400352733686066,0.0,0.0,0.0,0.23633156966490299
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.2505694760820046,0.2505694760820046,0.0,0.24829157175398633,0.0,0.0,0.0,0.2505694760820046
PO3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2730696798493409,0.24858757062146894,0.0,0.2071563088512241,0.0,0.0,0.0,0.2711864406779661
