,Fp1,FT9,O1,AF7,C5,POz,CPz,AF8
Fp1,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4790697674418605,0.0,0.0,0.0,0.0,0.0,0.0,0.5209302325581395
