,Fp1,CP5,O1,Oz,C5,POz,CPz,AF8
Fp1,0.4495944380069525,0.0,0.0,0.15179606025492468,0.0,0.0,0.0,0.3986095017381228
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.16472114137483787,0.0,0.0,0.47341115434500647,0.0,0.0,0.0,0.36186770428015563
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.30493273542600896,0.0,0.0,0.2538116591928251,0.0,0.0,0.0,0.4412556053811659
