,Fz,FT9,TP10,AF7,P1,C2,FC4,AF8
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.49452954048140046,0.42669584245076586,0.0,0.0,0.0787746170678337,0.0,0.0
TP10,0.0,0.4457274826789838,0.5473441108545035,0.0,0.0,0.006928406466512702,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.47435897435897434,0.0641025641025641,0.0,0.0,0.46153846153846156,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
