,Fz,FT9,TP10,AF7,P1,C2,FC4,AF8
Fz,0.9576923076923077,0.0,0.04230769230769231,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.49369747899159666,0.43067226890756305,0.0,0.0,0.07563025210084033,0.0,0.0
TP10,0.024793388429752067,0.41735537190082644,0.5516528925619835,0.0,0.0,0.006198347107438017,0.0,0.0
AF7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C2,0.0,0.47435897435897434,0.0641025641025641,0.0,0.0,0.46153846153846156,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
