,FT9,CP6,FT10,Fp2,AF7,AF3,POz,AF8
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.8099838969404187,0.19001610305958133,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.3352112676056338,0.6647887323943662,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
