space,band,common_parcels,window,method,subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION-LEFT,0.9979918770476456,0.9999999999999992,0.964829771714232,1.030994609446428,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION-RIGHT,0.9855296477780116,0.9999999999999996,0.9602218116351124,1.0123648377781282,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MOTOR_IMAGERY-LEFT,0.9903294713381858,0.9999999999999996,0.9791520742004242,1.0029099345166794,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MOTOR_IMAGERY-RIGHT,0.998337464574288,1.0,0.9890250779948364,1.0079755994137856,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION,0.9917607624128286,0.9999999999999992,0.962525791674672,1.021679723612278,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MOTOR_IMAGERY,0.994333467956237,0.9999999999999998,0.9840885760976305,1.0054427669652326,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,LEFT,0.9941606741929156,0.9999999999999992,0.971990922957328,1.0169522719815536,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,RIGHT,0.99193355617615,0.9999999999999998,0.9746234448149744,1.010170218595957,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S26,Sess03,LEFT_vs_RIGHT,0.0022271180167657,0.0,-0.0381792956386288,0.0423288271665791,bootstrap,delta
sensor_space,alpha,False,full_window,N/A,S26,Sess03,IMAGERY_vs_EXECUTION,0.0025727055434083,0.0,-0.0375911475146477,0.0429169752905604,bootstrap,delta
sensor_space,alpha,False,full_window,N/A,S26,Sess03,ME_LEFT_vs_ME_RIGHT,0.0124622292696339,0.0,-0.0475350660638963,0.0707727978113156,bootstrap,delta
sensor_space,alpha,False,full_window,N/A,S26,Sess03,MI_LEFT_vs_MI_RIGHT,-0.0080079932361022,0.0,-0.0288235252133614,0.0138848565218429,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION-LEFT,0.9686264452924144,0.9999999999999996,0.9244416675670784,1.0134146006354994,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION-RIGHT,0.9666298654128004,0.9999999999999992,0.9266700680367363,1.0001800665173162,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,MOTOR_IMAGERY-LEFT,0.984403160538208,0.9999999999999998,0.9695421710124263,0.9987122708151832,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,MOTOR_IMAGERY-RIGHT,0.9825648951296256,0.9999999999999988,0.9688997626826557,0.9946361964875384,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION,0.9676281553526074,0.9999999999999992,0.9255558678019076,1.0067973335764078,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,MOTOR_IMAGERY,0.9834840278339168,0.9999999999999992,0.9692209668475408,0.9966742336513608,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,LEFT,0.9765148029153112,0.9999999999999996,0.9469919192897523,1.0060634357253413,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,RIGHT,0.9745973802712128,0.999999999999999,0.947784915359696,0.9974081315024272,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S26,Sess03,LEFT_vs_RIGHT,0.0019174226440983,0.0,-0.0504162122126747,0.0582785203656452,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S26,Sess03,IMAGERY_vs_EXECUTION,0.0158558724813093,0.0,-0.0375763667288668,0.0711183658494533,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S26,Sess03,ME_LEFT_vs_ME_RIGHT,0.0019965798796142,0.0,-0.0757383989502377,0.0867445325987629,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S26,Sess03,MI_LEFT_vs_MI_RIGHT,0.0018382654085825,0.0,-0.0250940254751119,0.0298125081325275,bootstrap,delta
sensor_space,broadband,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION-LEFT,0.9996363636363635,1.0000000000000009,0.9903386363636364,1.0087954545454545,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S26,Sess03,MOTOR_EXECUTION-RIGHT,0.995085995085995,1.0,0.9853552416052416,1.004202497952498,bootstrap,critical
