,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,temporalpole-rh
frontalpole-lh,0.23880597014925373,0.0,0.0,0.2537313432835821,0.2537313432835821,0.0,0.2537313432835821,0.0
frontalpole-rh,0.0,0.2883435582822086,0.0,0.18711656441717792,0.17177914110429449,0.0,0.18098159509202455,0.17177914110429449
insula-rh,0.0,0.0,0.9051724137931034,0.008620689655172414,0.017241379310344827,0.0,0.06896551724137931,0.0
isthmuscingulate-rh,0.03811659192825112,0.1367713004484305,0.006726457399103139,0.2645739910313901,0.2399103139013453,0.0,0.19955156950672645,0.11434977578475336
parahippocampal-lh,0.032567049808429116,0.10727969348659004,0.009578544061302681,0.19540229885057472,0.26436781609195403,0.03065134099616858,0.2413793103448276,0.11877394636015326
parahippocampal-rh,0.0,0.0,0.0037313432835820895,0.0,0.05223880597014925,0.4552238805970149,0.23507462686567165,0.2537313432835821
pericalcarine-lh,0.024045261669024046,0.08345120226308345,0.024045261669024046,0.1188118811881188,0.17114568599717114,0.0891089108910891,0.37765205091937765,0.11173974540311174
temporalpole-rh,0.0,0.11070110701107011,0.0,0.0940959409594096,0.11439114391143912,0.13284132841328414,0.15129151291512916,0.3966789667896679
