,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.9455676516329704,0.0,0.0,0.0,0.0,0.0,0.0,0.05443234836702955
frontalpole-rh,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.04
fusiform-lh,0.0,0.0,0.43488555643251775,0.04104183109707971,0.12075769534333071,0.3378058405682715,0.06077348066298342,0.004735595895816891
insula-rh,0.0,0.0,0.055865921787709494,0.6167597765363129,0.02569832402234637,0.024581005586592177,0.0,0.2770949720670391
isthmuscingulate-rh,0.0,0.0,0.15515515515515516,0.023023023023023025,0.47047047047047047,0.2072072072072072,0.14414414414414414,0.0
parahippocampal-lh,0.0,0.0,0.3120926864590876,0.01882693700217234,0.15206372194062273,0.41202027516292544,0.10499637943519188,0.0
parahippocampal-rh,0.0,0.0,0.07551240560949299,0.0,0.16181229773462782,0.1553398058252427,0.6073354908306364,0.0
rostralanteriorcingulate-rh,0.03629976580796253,0.026932084309133488,0.00468384074941452,0.2997658079625293,0.0,0.0,0.0,0.6323185011709602
