,bankssts-rh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.7972465581977471,0.0,0.0,0.0,0.0,0.20275344180225283,0.0,0.0
frontalpole-rh,0.0,0.3122613491726771,0.13491726771319473,0.03648705982180738,0.19643614764531184,0.03648705982180738,0.103097157403479,0.18031395842172254
insula-rh,0.0,0.101875808538163,0.28007761966364814,0.12516170763260026,0.13777490297542044,0.15297542043984477,0.08376455368693403,0.11836998706338939
medialorbitofrontal-lh,0.0,0.033035367275553826,0.15001943256898562,0.3225806451612903,0.10843373493975904,0.16634279051690634,0.16206762534006997,0.0575204041974349
medialorbitofrontal-rh,0.0,0.1388972582103043,0.12835191322687556,0.0822536908707442,0.33594456161494424,0.05453449834287436,0.09581199156372401,0.16420608617053328
parahippocampal-rh,0.057475317348378,0.029971791255289138,0.16784203102961917,0.15267983074753175,0.06452750352609309,0.37270803949224257,0.10260930888575458,0.05218617771509168
rostralanteriorcingulate-lh,0.0,0.088,0.09454545454545454,0.15345454545454545,0.116,0.10545454545454545,0.3018181818181818,0.14072727272727273
rostralanteriorcingulate-rh,0.0,0.15,0.12978723404255318,0.0524822695035461,0.19113475177304964,0.0524822695035461,0.13794326241134752,0.28617021276595744
