,bankssts-rh,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-rh,0.375,0.0,0.125,0.25,0.0,0.15,0.0,0.1
cuneus-lh,0.0,0.8666666666666667,0.0,0.1,0.0,0.03333333333333333,0.0,0.0
cuneus-rh,0.15,0.0,0.3125,0.0875,0.0,0.175,0.0,0.275
frontalpole-lh,0.25,0.0625,0.0625,0.4,0.0,0.1875,0.0,0.0375
frontalpole-rh,0.0,0.0,0.0,0.0,0.55,0.0,0.45,0.0
inferiorparietal-rh,0.136986301369863,0.0684931506849315,0.136986301369863,0.2191780821917808,0.0,0.3424657534246575,0.0,0.0958904109589041
pericalcarine-lh,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0
pericalcarine-rh,0.12195121951219512,0.0,0.3170731707317073,0.06097560975609756,0.0,0.13414634146341464,0.0,0.36585365853658536
