,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.23333333333333334,0.0,0.0,0.0,0.13333333333333333,0.23333333333333334,0.2,0.2
caudalmiddlefrontal-rh,0.0,0.37254901960784315,0.0392156862745098,0.35294117647058826,0.0,0.0,0.23529411764705882,0.0
parsopercularis-lh,0.0,0.17391304347826086,0.5217391304347826,0.30434782608695654,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.22988505747126436,0.05747126436781609,0.4482758620689655,0.0,0.12643678160919541,0.13793103448275862,0.0
superiorparietal-lh,0.2033898305084746,0.0,0.0,0.0,0.1864406779661017,0.2033898305084746,0.2033898305084746,0.2033898305084746
superiorparietal-rh,0.17117117117117117,0.0,0.0,0.0990990990990991,0.10810810810810811,0.3153153153153153,0.15315315315315314,0.15315315315315314
superiortemporal-lh,0.11904761904761904,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.1130952380952381,0.38095238095238093,0.17261904761904762
supramarginal-lh,0.15833333333333333,0.0,0.0,0.0,0.1,0.15833333333333333,0.23333333333333334,0.35
