,caudalanteriorcingulate-lh,insula-lh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1
insula-lh,0.09090909090909091,0.18181818181818182,0.12121212121212122,0.12121212121212122,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.09090909090909091
paracentral-lh,0.09375,0.15625,0.125,0.125,0.15625,0.125,0.125,0.09375
paracentral-rh,0.09375,0.15625,0.125,0.125,0.15625,0.125,0.125,0.09375
posteriorcingulate-lh,0.09090909090909091,0.18181818181818182,0.12121212121212122,0.12121212121212122,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.09090909090909091
posteriorcingulate-rh,0.09375,0.15625,0.125,0.125,0.15625,0.125,0.125,0.09375
rostralanteriorcingulate-lh,0.09375,0.15625,0.125,0.125,0.15625,0.125,0.125,0.09375
rostralanteriorcingulate-rh,0.1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1
