,insula-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
insula-lh,0.13114754098360656,0.13114754098360656,0.09836065573770492,0.13114754098360656,0.11475409836065574,0.13114754098360656,0.13114754098360656,0.13114754098360656
insula-rh,0.125,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.09722222222222222,0.1388888888888889,0.1388888888888889,0.1388888888888889
isthmuscingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
lateralorbitofrontal-rh,0.125,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.09722222222222222,0.1388888888888889,0.1388888888888889,0.1388888888888889
parahippocampal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
posteriorcingulate-lh,0.125,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.09722222222222222,0.1388888888888889,0.1388888888888889,0.1388888888888889
rostralanteriorcingulate-rh,0.11842105263157894,0.14473684210526316,0.07894736842105263,0.14473684210526316,0.09210526315789473,0.14473684210526316,0.14473684210526316,0.13157894736842105
temporalpole-rh,0.13432835820895522,0.13432835820895522,0.08955223880597014,0.13432835820895522,0.1044776119402985,0.13432835820895522,0.13432835820895522,0.13432835820895522
