,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.10344827586206896,0.11206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.11206896551724138,0.0,0.0,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11206896551724138,0.0,0.0,0.0,0.0,0.0,0.11206896551724138,0.0,0.0,0.0,0.0,0.0,0.04310344827586207,0.11206896551724138,0.0,0.0,0.0,0.0,0.09482758620689655,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.06132075471698113,0.12735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.04245283018867924,0.0,0.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.0,0.0,0.12264150943396226,0.0,0.0,0.05188679245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12735849056603774,0.0,0.0,0.0,0.0,0.0,0.10377358490566038,0.0,0.0,0.0,0.0,0.0,0.06132075471698113,0.1179245283018868,0.0,0.0,0.0,0.0,0.08962264150943396,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10067114093959731,0.040268456375838924,0.0738255033557047,0.0,0.013422818791946308,0.0,0.0738255033557047,0.0,0.006711409395973154,0.020134228187919462,0.0,0.0,0.0,0.0,0.040268456375838924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.0,0.0,0.013422818791946308,0.006711409395973154,0.026845637583892617,0.03355704697986577,0.0,0.006711409395973154,0.04697986577181208,0.03355704697986577,0.0,0.0,0.013422818791946308,0.0,0.08053691275167785,0.0,0.0,0.08053691275167785,0.020134228187919462,0.0,0.04697986577181208,0.03355704697986577,0.04697986577181208,0.0,0.013422818791946308,0.0,0.040268456375838924,0.0,0.08053691275167785,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.095,0.005,0.0175,0.025,0.0,0.005,0.0,0.0675,0.0775,0.0,0.0,0.0,0.0,0.0975,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0225,0.0,0.0075,0.025,0.0225,0.03,0.0925,0.015,0.0375,0.0,0.0,0.0,0.015,0.0625,0.0,0.0075,0.0,0.0,0.0375,0.0275,0.0075,0.0,0.0,0.0375,0.0,0.025,0.015,0.0,0.0,0.0825,0.0,0.0,0.0
TP9,0.0,0.015789473684210527,0.05789473684210526,0.0,0.0,0.0,0.0,0.04736842105263158,0.0,0.11052631578947368,0.0,0.0,0.0,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02631578947368421,0.0,0.0,0.0,0.0,0.11578947368421053,0.0,0.0,0.031578947368421054,0.0,0.0,0.1,0.08947368421052632,0.005263157894736842,0.0,0.0,0.0,0.09473684210526316,0.0,0.031578947368421054,0.0,0.0,0.0
