,FT9,Pz,FT10,F4,AF7,FC3,FC4,AF4
FT9,0.5476190476190477,0.0,0.0,0.0,0.0,0.23809523809523808,0.21428571428571427,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.37037037037037035,0.0,0.0,0.0,0.0,0.3333333333333333,0.2962962962962963,0.0
FC4,0.34615384615384615,0.0,0.0,0.0,0.0,0.34615384615384615,0.3076923076923077,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
