,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5294117647058824,0.029411764705882353,0.0,0.0,0.11764705882352941,0.3235294117647059,0.0
frontalpole-rh,0.0,0.0,0.45098039215686275,0.0,0.0,0.27450980392156865,0.11764705882352941,0.1568627450980392
isthmuscingulate-rh,0.0,0.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.17391304347826086
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.8709677419354839,0.0,0.12903225806451613,0.0
lateralorbitofrontal-lh,0.0,0.0,0.25396825396825395,0.0,0.0,0.4126984126984127,0.20634920634920634,0.12698412698412698
medialorbitofrontal-lh,0.0,0.1044776119402985,0.14925373134328357,0.0,0.07462686567164178,0.2835820895522388,0.3880597014925373,0.0
parsorbitalis-lh,0.0,0.023255813953488372,0.09302325581395349,0.13953488372093023,0.0,0.06976744186046512,0.0,0.6744186046511628
