,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.2897196261682243,0.056074766355140186,0.037383177570093455,0.14018691588785046,0.14953271028037382,0.14953271028037382,0.17757009345794392,0.0
caudalmiddlefrontal-rh,0.0660377358490566,0.22641509433962265,0.0660377358490566,0.16981132075471697,0.04716981132075472,0.18867924528301888,0.1509433962264151,0.08490566037735849
postcentral-lh,0.0784313725490196,0.11764705882352941,0.5294117647058824,0.058823529411764705,0.058823529411764705,0.0392156862745098,0.0,0.11764705882352941
postcentral-rh,0.13380281690140844,0.11267605633802817,0.02112676056338028,0.19718309859154928,0.11267605633802817,0.19718309859154928,0.19014084507042253,0.035211267605633804
rostralmiddlefrontal-lh,0.2,0.011764705882352941,0.011764705882352941,0.11764705882352941,0.35294117647058826,0.15294117647058825,0.15294117647058825,0.0
rostralmiddlefrontal-rh,0.13333333333333333,0.1111111111111111,0.014814814814814815,0.17777777777777778,0.14074074074074075,0.2074074074074074,0.18518518518518517,0.02962962962962963
superiorparietal-lh,0.16535433070866143,0.09448818897637795,0.0,0.16535433070866143,0.14173228346456693,0.18110236220472442,0.2440944881889764,0.007874015748031496
supramarginal-lh,0.0,0.19047619047619047,0.14285714285714285,0.12698412698412698,0.015873015873015872,0.1111111111111111,0.047619047619047616,0.36507936507936506
