,Fp1,F7,FT9,P7,Fp2,P5,AF8,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.4878048780487805,0.5121951219512195,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.19444444444444445,0.8055555555555556,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
