,Fp1,F7,FT9,P7,Fp2,P5,AF8,F2
Fp1,0.36507936507936506,0.0,0.0,0.0,0.25396825396825395,0.0,0.38095238095238093,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.34,0.0,0.0,0.0,0.32,0.0,0.34,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3108108108108108,0.0,0.0,0.0,0.21621621621621623,0.0,0.47297297297297297,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
