,T7,TP10,T8,FT10,Fp2,PO7,TP8,FT8
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.25194695853504523,0.0,0.24773731845927174,0.0,0.0,0.2508945485161019,0.24942117448958115
T8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.24883622513753703,0.0,0.2513753702920017,0.0,0.0,0.2507405840033855,0.24904782056707575
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.24947368421052632,0.0,0.24926315789473685,0.0,0.0,0.2517894736842105,0.24947368421052632
FT8,0.0,0.24963134611333473,0.0,0.24899936802190858,0.0,0.0,0.25089530229618706,0.25047398356856965
