,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,paracentral-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.375
frontalpole-lh,0.0,0.0,0.22580645161290322,0.0,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.0
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0975609756097561,0.0,0.2926829268292683,0.3048780487804878,0.3048780487804878,0.0
paracentral-lh,0.0,0.0,0.0898876404494382,0.0,0.2808988764044944,0.3146067415730337,0.3146067415730337,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.09195402298850575,0.0,0.28735632183908044,0.3103448275862069,0.3103448275862069,0.0
temporalpole-lh,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.6060606060606061
