,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lingual-rh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.7619047619047619,0.23809523809523808,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.22727272727272727,0.45454545454545453,0.0,0.0,0.0,0.0,0.3181818181818182
lingual-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.41935483870967744,0.5806451612903226,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.22580645161290322,0.0,0.0,0.0,0.0,0.7741935483870968
