,bankssts-rh,fusiform-rh,inferiortemporal-lh,inferiortemporal-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-lh,parahippocampal-rh
bankssts-rh,0.6470588235294118,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.2727272727272727
inferiortemporal-lh,0.0,0.0,0.5652173913043478,0.043478260869565216,0.0,0.0,0.0,0.391304347826087
inferiortemporal-rh,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941
isthmuscingulate-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parahippocampal-rh,0.0,0.13636363636363635,0.4090909090909091,0.0,0.0,0.0,0.0,0.45454545454545453
