,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.3840782122905028,0.1005586592178771,0.0,0.0,0.12150837988826815,0.11033519553072625,0.0,0.2835195530726257
frontalpole-rh,0.33488372093023255,0.3302325581395349,0.0,0.0,0.0,0.0,0.0,0.33488372093023255
isthmuscingulate-rh,0.0,0.0,0.4714828897338403,0.3688212927756654,0.0,0.0,0.1596958174904943,0.0
lateraloccipital-rh,0.0,0.0,0.34458259325044405,0.433392539964476,0.0,0.0,0.22202486678507993,0.0
medialorbitofrontal-lh,0.18049792531120332,0.0,0.0,0.0,0.3008298755186722,0.2157676348547718,0.0,0.3029045643153527
medialorbitofrontal-rh,0.14206642066420663,0.0,0.0,0.0,0.1918819188191882,0.474169741697417,0.0,0.1918819188191882
parahippocampal-rh,0.0,0.0,0.17303822937625754,0.2515090543259557,0.0,0.0,0.5754527162977867,0.0
rostralanteriorcingulate-lh,0.23871733966745842,0.0855106888361045,0.0,0.0,0.17339667458432304,0.12351543942992874,0.0,0.37885985748218526
