,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,postcentral-rh,precentral-rh,superiorparietal-rh,temporalpole-lh
entorhinal-lh,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0.0,0.14634146341463414
frontalpole-lh,0.0,0.7307692307692307,0.2692307692307692,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.22641509433962265,0.7735849056603774,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.0,0.0,0.9508196721311475,0.04918032786885246,0.0,0.0
precentral-rh,0.0,0.0,0.0,0.0,0.0,0.7733333333333333,0.22666666666666666,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.01818181818181818,0.12727272727272726,0.8545454545454545,0.0
temporalpole-lh,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549
