,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.6396396396396397,0.02702702702702703,0.04504504504504504,0.009009009009009009,0.0,0.2072072072072072,0.0,0.07207207207207207
frontalpole-rh,0.009523809523809525,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0761904761904762
isthmuscingulate-rh,0.06140350877192982,0.0,0.7192982456140351,0.08771929824561403,0.13157894736842105,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.07096774193548387,0.7483870967741936,0.16129032258064516,0.0,0.0,0.01935483870967742
parahippocampal-rh,0.0,0.0,0.13793103448275862,0.1810344827586207,0.6810344827586207,0.0,0.0,0.0
parsorbitalis-lh,0.16546762589928057,0.014388489208633094,0.0,0.0,0.0,0.7985611510791367,0.02158273381294964,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0273972602739726,0.1232876712328767,0.8493150684931506,0.0
rostralanteriorcingulate-lh,0.03488372093023256,0.05813953488372093,0.0,0.05813953488372093,0.0,0.0,0.0,0.8488372093023255
