,cuneus-lh,cuneus-rh,fusiform-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-rh,superiorparietal-rh
cuneus-lh,0.7647058823529411,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0
cuneus-rh,0.0,0.4827586206896552,0.0,0.0,0.0,0.0,0.10344827586206896,0.41379310344827586
fusiform-rh,0.0,0.0,0.6923076923076923,0.0,0.0,0.3076923076923077,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
lateraloccipital-rh,0.18181818181818182,0.0,0.0,0.22727272727272727,0.5909090909090909,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
pericalcarine-rh,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.7333333333333333,0.2
superiorparietal-rh,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.18518518518518517,0.4444444444444444
