,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.12244897959183673,0.1326530612244898,0.1326530612244898,0.11224489795918367,0.1326530612244898,0.11224489795918367,0.1326530612244898,0.12244897959183673
frontalpole-rh,0.1188118811881188,0.13861386138613863,0.1485148514851485,0.10891089108910891,0.12871287128712872,0.10891089108910891,0.12871287128712872,0.1188118811881188
isthmuscingulate-rh,0.1188118811881188,0.13861386138613863,0.1485148514851485,0.10891089108910891,0.12871287128712872,0.10891089108910891,0.12871287128712872,0.1188118811881188
lateraloccipital-rh,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.11702127659574468,0.1276595744680851,0.11702127659574468,0.1276595744680851,0.1276595744680851
lingual-rh,0.12,0.14,0.14,0.11,0.13,0.11,0.13,0.12
parahippocampal-rh,0.10752688172043011,0.11827956989247312,0.11827956989247312,0.0967741935483871,0.11827956989247312,0.21505376344086022,0.11827956989247312,0.10752688172043011
rostralanteriorcingulate-lh,0.12,0.14,0.14,0.11,0.13,0.11,0.13,0.12
rostralanteriorcingulate-rh,0.12244897959183673,0.1326530612244898,0.1326530612244898,0.11224489795918367,0.1326530612244898,0.11224489795918367,0.1326530612244898,0.12244897959183673
