,cuneus-lh,frontalpole-rh,lateralorbitofrontal-rh,parsorbitalis-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.64,0.0,0.0,0.0,0.0,0.36,0.0
lateralorbitofrontal-rh,0.0,0.0,0.43478260869565216,0.30434782608695654,0.0,0.2608695652173913,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.19230769230769232,0.4230769230769231,0.0,0.38461538461538464,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.17391304347826086,0.43478260869565216,0.0,0.391304347826087,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
