,caudalanteriorcingulate-lh,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.263050153531218,0.14431934493346982,0.14227226202661208,0.15148413510747186,0.06653019447287616,0.05527123848515865,0.06653019447287616,0.1105424769703173
frontalpole-rh,0.0961021505376344,0.21505376344086022,0.20430107526881722,0.17338709677419356,0.13373655913978494,0.04099462365591398,0.06182795698924731,0.07459677419354839
lateralorbitofrontal-lh,0.0905587668593449,0.19396274887604367,0.2145150931278099,0.18561335902376364,0.12588310854206808,0.03917790622992935,0.05908798972382787,0.09120102761721259
lateralorbitofrontal-rh,0.10204081632653061,0.1727891156462585,0.19387755102040816,0.20612244897959184,0.11224489795918367,0.04149659863945578,0.06258503401360545,0.10884353741496598
parahippocampal-rh,0.06046931407942238,0.1796028880866426,0.17870036101083034,0.15072202166064982,0.27346570397111913,0.055054151624548735,0.05956678700361011,0.042418772563176894
rostralanteriorcingulate-lh,0.14,0.1525,0.1525,0.1525,0.1525,0.15,0.1,0.0
rostralanteriorcingulate-rh,0.10584518167456557,0.14533965244865718,0.14533965244865718,0.14533965244865718,0.10742496050552923,0.06635071090047394,0.2843601895734597,0.0
rostralmiddlefrontal-lh,0.11134453781512606,0.11239495798319328,0.14495798319327732,0.1638655462184874,0.046218487394957986,0.0,0.0,0.421218487394958
