,frontalpole-rh,medialorbitofrontal-lh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-rh,0.3594548551959114,0.11754684838160136,0.0,0.0,0.0,0.18228279386712096,0.0,0.34071550255536626
medialorbitofrontal-lh,0.07692307692307693,0.4397244546498278,0.0,0.018369690011481057,0.0,0.2502870264064294,0.0642939150401837,0.15040183696900114
paracentral-rh,0.0,0.0,0.4082624544349939,0.1701093560145808,0.29526123936816523,0.007290400972053463,0.11543134872417983,0.0036452004860267314
posteriorcingulate-lh,0.0,0.019390581717451522,0.19667590027700832,0.3656509695290859,0.25346260387811637,0.04847645429362881,0.11634349030470914,0.0
posteriorcingulate-rh,0.0,0.0,0.3127413127413127,0.23166023166023167,0.40797940797940796,0.0,0.047619047619047616,0.0
rostralanteriorcingulate-lh,0.1206896551724138,0.25057471264367814,0.009195402298850575,0.04252873563218391,0.0,0.31494252873563217,0.08735632183908046,0.17471264367816092
rostralanteriorcingulate-rh,0.0,0.10567514677103718,0.1898238747553816,0.1643835616438356,0.07240704500978473,0.14677103718199608,0.32093933463796476,0.0
rostralmiddlefrontal-lh,0.2234762979683973,0.1523702031602709,0.001128668171557562,0.0,0.0,0.17607223476297967,0.0,0.4469525959367946
