,F7,P3,Cz,F5,P1,PO3,POz,PO8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.21875,0.203125,0.203125,0.0,0.0,0.203125,0.171875
Cz,0.0,0.21875,0.203125,0.203125,0.0,0.0,0.203125,0.171875
F5,0.0,0.21875,0.203125,0.203125,0.0,0.0,0.203125,0.171875
P1,0.0,0.0,0.0,0.0,0.54,0.46,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.5111111111111111,0.4888888888888889,0.0,0.0
POz,0.0,0.21875,0.203125,0.203125,0.0,0.0,0.203125,0.171875
PO8,0.0,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.0,0.0,0.2033898305084746,0.1864406779661017
