,F7,P3,Cz,F5,P1,PO3,POz,PO8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0
Cz,0.0,0.15,0.25,0.3,0.0,0.0,0.3,0.0
F5,0.0,0.12,0.2,0.4,0.0,0.0,0.28,0.0
P1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.13043478260869565,0.21739130434782608,0.34782608695652173,0.0,0.0,0.30434782608695654,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
