,P3,Cz,F5,P5,PO3,POz,F6,AF8
P3,0.25329428989751096,0.18448023426061494,0.19765739385065886,0.0,0.0,0.2108345534407028,0.07174231332357248,0.08199121522693997
Cz,0.20094191522762953,0.25902668759811615,0.1946624803767661,0.0,0.0,0.18995290423861852,0.10204081632653061,0.05337519623233909
F5,0.16578249336870027,0.14854111405835543,0.2984084880636605,0.001326259946949602,0.001326259946949602,0.19230769230769232,0.10610079575596817,0.08620689655172414
P5,0.0,0.0,0.0,0.4588744588744589,0.42207792207792205,0.0,0.0367965367965368,0.08225108225108226
PO3,0.0,0.0,0.0,0.3705179282868526,0.4601593625498008,0.0,0.03386454183266932,0.13545816733067728
POz,0.18386243386243387,0.15343915343915343,0.20899470899470898,0.0,0.0,0.2566137566137566,0.10846560846560846,0.08862433862433862
F6,0.10039370078740158,0.13385826771653545,0.16929133858267717,0.03346456692913386,0.03740157480314961,0.16535433070866143,0.35826771653543305,0.001968503937007874
AF8,0.10382513661202186,0.06739526411657559,0.12932604735883424,0.0692167577413479,0.12750455373406194,0.12932604735883424,0.0036429872495446266,0.3697632058287796
