,P3,P1,P5,PO3,POz,PO4,PO8,AF8
P3,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.8857142857142857,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
