,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.13,0.07,0.11,0.14,0.14,0.14,0.13,0.14
caudalanteriorcingulate-rh,0.10666666666666667,0.25333333333333335,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.10666666666666667
frontalpole-lh,0.13186813186813187,0.07692307692307693,0.13186813186813187,0.13186813186813187,0.13186813186813187,0.13186813186813187,0.13186813186813187,0.13186813186813187
medialorbitofrontal-lh,0.13,0.07,0.11,0.14,0.14,0.14,0.13,0.14
medialorbitofrontal-rh,0.1320754716981132,0.0660377358490566,0.10377358490566038,0.14150943396226415,0.14150943396226415,0.14150943396226415,0.1320754716981132,0.14150943396226415
paracentral-lh,0.13,0.07,0.11,0.14,0.14,0.14,0.13,0.14
rostralanteriorcingulate-lh,0.12962962962962962,0.07407407407407407,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.12962962962962962,0.1388888888888889
rostralanteriorcingulate-rh,0.1320754716981132,0.0660377358490566,0.10377358490566038,0.14150943396226415,0.14150943396226415,0.14150943396226415,0.1320754716981132,0.14150943396226415
