,Fp1,FT9,TP9,Oz,F4,F8,Fp2,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.8324324324324325,0.0,0.0,0.0,0.16756756756756758,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.35365853658536583,0.0,0.0,0.0,0.6463414634146342,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
