,Fp1,FT9,TP9,Oz,F4,F8,Fp2,AF8
Fp1,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5048543689320388,0.0,0.0,0.0,0.0,0.0,0.49514563106796117,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
