,F7,TP9,O1,C4,Fp2,AF3,AFz,PO3
F7,0.1891891891891892,0.21621621621621623,0.05405405405405406,0.21621621621621623,0.24324324324324326,0.0,0.0,0.08108108108108109
TP9,0.09302325581395349,0.32558139534883723,0.023255813953488372,0.2441860465116279,0.27906976744186046,0.0,0.0,0.03488372093023256
O1,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.0,0.0,0.17647058823529413
C4,0.10810810810810811,0.28378378378378377,0.02702702702702703,0.25675675675675674,0.28378378378378377,0.0,0.0,0.04054054054054054
Fp2,0.1,0.3,0.025,0.25,0.2875,0.0,0.0,0.0375
AF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.19047619047619047,0.19047619047619047,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.0,0.0,0.14285714285714285
