,O1,TP10,T8,F8,Fp2,AF7,FC3,AF8
O1,0.3784219001610306,0.13446054750402575,0.10386473429951691,0.09903381642512077,0.061191626409017714,0.04750402576489533,0.08373590982286634,0.09178743961352658
TP10,0.12755905511811025,0.34330708661417325,0.06062992125984252,0.05354330708661417,0.13700787401574804,0.1377952755905512,0.08110236220472442,0.05905511811023622
T8,0.08533333333333333,0.046,0.31933333333333336,0.21466666666666667,0.034666666666666665,0.02,0.158,0.122
F8,0.07800511508951406,0.03516624040920716,0.20396419437340155,0.29347826086956524,0.03260869565217391,0.0370843989769821,0.1745524296675192,0.14514066496163683
Fp2,0.05434782608695652,0.1318840579710145,0.0391304347826087,0.034057971014492754,0.32971014492753625,0.263768115942029,0.07971014492753623,0.06739130434782609
AF7,0.047872340425531915,0.1405775075987842,0.02127659574468085,0.044832826747720364,0.2796352583586626,0.30927051671732525,0.0858662613981763,0.07066869300911854
FC3,0.05792163543441227,0.05281090289608177,0.13344690516751845,0.15445769449176605,0.06246450880181715,0.06189664963089154,0.3202725724020443,0.1567291311754685
AF8,0.07825484764542937,0.04847645429362881,0.11911357340720222,0.15166204986149584,0.07409972299168975,0.0685595567867036,0.1835180055401662,0.27631578947368424
