,Fp1,FC5,FC1,P7,F8,FC3,C5,PO7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182
