,entorhinal-rh,frontalpole-rh,fusiform-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,temporalpole-rh
entorhinal-rh,0.7215189873417721,0.0,0.0,0.27848101265822783,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.3473053892215569,0.1317365269461078,0.0,0.0,0.33532934131736525,0.18562874251497005,0.0
fusiform-lh,0.0,0.12903225806451613,0.3870967741935484,0.0,0.05806451612903226,0.16129032258064516,0.2645161290322581,0.0
lateralorbitofrontal-rh,0.21428571428571427,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.07142857142857142
medialorbitofrontal-lh,0.0,0.0,0.10294117647058823,0.0,0.8235294117647058,0.07352941176470588,0.0,0.0
medialorbitofrontal-rh,0.0,0.29213483146067415,0.15168539325842698,0.0,0.05056179775280899,0.3539325842696629,0.15168539325842698,0.0
parahippocampal-lh,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.17575757575757575,0.3696969696969697,0.0
temporalpole-rh,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.9789473684210527
