,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,middletemporal-lh,pericalcarine-lh,supramarginal-rh,temporalpole-lh,transversetemporal-rh
entorhinal-lh,0.900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.09900990099009901
frontalpole-lh,0.0,0.752,0.2,0.0,0.0,0.0,0.0,0.048
medialorbitofrontal-lh,0.0,0.30392156862745096,0.696078431372549,0.0,0.0,0.0,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.7959183673469388,0.0,0.0,0.20408163265306123,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.855072463768116,0.0,0.0,0.14492753623188406
supramarginal-rh,0.0,0.0,0.0,0.0,0.010869565217391304,0.7282608695652174,0.0,0.2608695652173913
temporalpole-lh,0.0,0.0,0.0,0.17142857142857143,0.0,0.0,0.8285714285714286,0.0
transversetemporal-rh,0.1037037037037037,0.02962962962962963,0.0,0.0,0.1037037037037037,0.16296296296296298,0.0,0.6
