,FT9,P8,FT10,F4,Fp2,AF7,F6,AF8
FT9,0.24489795918367346,0.2857142857142857,0.08163265306122448,0.0,0.10204081632653061,0.2857142857142857,0.0,0.0
P8,0.2222222222222222,0.2962962962962963,0.05555555555555555,0.0,0.12962962962962962,0.2962962962962963,0.0,0.0
FT10,0.26666666666666666,0.26666666666666666,0.2,0.0,0.0,0.26666666666666666,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.15,0.3,0.0,0.0,0.3,0.25,0.0,0.0
AF7,0.21666666666666667,0.3,0.06666666666666667,0.0,0.11666666666666667,0.3,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.5185185185185185
